visit_Cnt,buy_Cnt,total_Revenue,labels
2,1,87.96,0
7,1,23.99,0
8,2,451.65,0
2,1,21.99,0
1,1,160.92,0
1,1,45.17,0
3,1,228.95,0
1,1,42.45,0
1,1,24.99,0
1,1,23.19,0
1,1,73.98,0
3,1,160.6,0
2,1,906.11,0
9,1,20.99,0
2,1,12.99,0
4,1,306.98,0
2,1,82.98,0
1,1,35.18,0
3,1,166.03,0
2,1,33.99,0
1,1,21.45,0
1,1,41.56,0
3,1,39.97,0
1,1,44.59,0
2,2,76.18,0
1,1,40.49,0
2,1,37.78,0
1,1,350.28,0
4,1,63.99,0
3,1,61.99,0
5,1,86.13,0
5,1,124.88,0
1,1,120.99,0
3,1,21.39,0
2,1,320.52,0
1,1,8.99,0
2,1,164.2,0
1,1,120.3,0
2,1,106.0,0
3,1,23.02,0
4,1,122.72,0
2,1,93.58,0
1,1,21.98,0
1,1,146.75,0
2,1,96.7,0
1,1,25.98,0
2,1,19.99,0
3,1,14.99,0
3,1,40.48,0
1,1,50.59,0
2,1,36.18,0
1,1,46.58,0
1,1,86.45,0
2,1,255.28,0
1,1,88.44,0
1,1,45.77,0
1,1,299.76,0
2,1,28.94,0
7,1,119.74,0
1,1,22.45,0
4,1,42.19,0
1,1,42.59,0
2,1,80.98,0
2,1,29.38,0
4,1,75.76,0
4,1,34.44,0
2,1,38.99,0
4,1,106.77,0
10,1,47.95,0
1,1,89.15,0
6,1,32.02,0
21,1,72.19,0
2,1,63.38,0
11,1,23.6,0
2,1,32.99,0
2,1,248.04,0
2,1,40.59,0
5,2,109.89999999999999,0
4,1,192.88,0
4,1,43.2,0
1,1,134.44,0
3,1,38.59,0
4,1,29.9,0
1,1,58.96,0
6,2,51.760000000000005,0
1,1,16.43,0
2,1,27.97,0
4,1,21.99,0
10,2,202.14,0
6,1,28.99,0
2,1,82.09,0
2,1,111.46,0
9,1,34.58,0
3,1,82.19,0
1,1,63.49,0
12,2,53.97,0
1,1,72.65,0
2,1,457.63,0
2,1,146.54,0
1,1,50.98,0
2,1,27.99,0
1,1,42.99,0
3,1,42.19,0
5,1,39.69,0
1,1,37.98,0
4,1,45.99,0
10,6,348.70000000000005,0
4,1,17.88,0
1,1,63.99,0
5,2,48.81,0
5,1,1515.0,0
10,2,457.0,0
3,1,43.89,0
1,1,24.99,0
1,1,13.89,0
2,1,33.97,0
4,2,227.18,0
1,1,34.59,0
4,1,33.99,0
3,1,110.93,0
9,1,532.89,0
1,1,33.48,0
1,1,202.95,0
3,1,14.18,0
4,1,47.79,0
4,2,114.41,0
6,2,476.42,0
1,1,21.99,0
4,1,142.97,0
1,1,14.63,0
1,1,193.88,0
3,1,17.99,0
1,1,78.33,0
4,1,37.18,0
1,1,25.99,0
2,1,35.35,0
7,1,81.19,0
2,1,37.59,0
2,1,87.49,0
1,1,20.99,0
1,1,68.39,0
5,4,214.51,0
2,1,45.39,0
1,1,228.24,0
1,1,76.18,0
1,1,227.03,0
5,1,24.99,0
4,1,31.49,0
8,3,189.95000000000002,0
1,1,17.98,0
5,1,209.59,0
1,1,17.19,0
7,1,153.52,0
3,1,312.19,0
6,1,174.98,0
2,1,10.55,0
1,1,3.99,0
1,1,26.99,0
1,1,14.99,0
7,1,65.94,0
2,1,78.47,0
4,1,116.16,0
3,1,593.62,0
2,1,22.99,0
4,1,123.12,0
5,1,25.99,0
4,1,123.95,0
2,1,154.97,0
3,1,39.7,0
1,1,4.98,0
2,1,518.7,0
2,1,168.96,0
1,1,75.96,0
1,1,19.39,0
2,1,31.36,0
1,1,98.94,0
2,1,100.01,0
6,1,10.99,0
1,1,263.74,0
1,1,62.44,0
3,1,45.99,0
3,1,123.93,0
1,1,126.6,0
1,1,25.27,0
9,1,76.18,0
3,1,22.19,0
1,1,39.98,0
3,1,75.19,0
5,1,80.96,0
1,1,78.96,0
3,1,90.49,0
1,1,60.43,0
4,1,387.75,0
2,1,27.99,0
8,1,27.19,0
1,1,66.9,0
2,2,79.16,0
2,1,45.79,0
1,1,18.48,0
7,1,32.18,0
4,1,53.99,0
3,1,42.58,0
2,1,29.98,0
2,1,332.31,0
2,1,41.78,0
1,1,62.16,0
5,1,28.78,0
7,1,58.99,0
2,1,32.19,0
3,1,15.99,0
3,1,12.96,0
1,1,22.99,0
3,1,46.99,0
6,1,112.17,0
1,1,200.36,0
3,1,24.99,0
4,1,92.29,0
2,1,31.98,0
2,1,60.67,0
2,1,2.99,0
2,1,60.99,0
12,2,186.97,0
2,1,70.77,0
1,1,344.66,0
2,1,9.99,0
3,1,70.75,0
2,1,751.93,0
3,1,18.99,0
4,2,134.75,0
4,1,143.89,0
1,1,79.46,0
2,1,14.48,0
13,2,219.88,0
1,1,43.69,0
2,1,163.5,0
1,1,18.59,0
2,2,122.77000000000001,0
1,1,44.35,0
4,1,18.76,0
2,2,19.57,0
11,1,38.46,0
26,1,53.79,0
1,1,52.0,0
8,1,79.97,0
4,2,120.98,0
7,1,202.54,0
3,1,31.98,0
2,1,17.19,0
1,1,9.49,0
1,1,26.28,0
1,1,36.7,0
1,1,52.58,0
1,1,301.27,0
2,1,169.86,0
7,3,198.32,0
2,1,35.78,0
4,1,71.92,0
2,1,77.41,0
1,1,14.19,0
1,1,69.14,0
1,1,23.19,0
1,1,83.99,0
2,1,77.4,0
3,1,45.98,0
4,1,36.59,0
3,1,222.97,0
7,1,407.6,0
1,1,68.97,0
3,1,62.99,0
2,1,17.99,0
5,1,35.73,0
1,1,12.99,0
6,1,200.14,0
7,1,41.99,0
8,1,88.19,0
4,1,41.98,0
1,1,100.62,0
2,1,30.6,0
5,1,23.19,0
2,1,47.54,0
1,1,5.99,0
1,1,2408.2,0
1,1,34.98,0
3,2,125.53,0
13,1,42.49,0
4,1,91.54,0
7,1,120.96,0
1,1,41.98,0
3,1,31.78,0
6,1,49.18,0
1,1,111.52,0
1,1,14.98,0
6,1,39.58,0
2,1,13.95,0
3,1,285.94,0
3,1,253.43,0
2,1,71.57,0
2,1,51.46,0
1,1,47.81,0
3,1,24.97,0
1,1,95.99,0
2,1,448.95,0
2,1,28.37,0
3,1,42.29,0
1,1,7.99,0
1,1,206.27,0
1,1,34.59,0
1,1,72.92,0
1,1,33.38,0
2,1,86.49,0
1,1,22.19,0
2,1,39.67,0
1,1,34.0,0
5,1,205.96,0
5,1,81.35,0
18,3,1159.84,0
3,1,25.28,0
2,1,100.97,0
2,1,20.98,0
2,1,13.98,0
2,1,61.99,0
2,1,21.99,0
2,1,107.92,0
1,1,63.99,0
2,1,52.0,0
2,1,345.75,0
7,2,519.85,0
8,1,378.45,0
2,1,337.1,0
2,1,36.66,0
2,1,305.75,0
6,1,548.18,0
1,1,61.94,0
3,1,20.98,0
1,1,10.84,0
3,1,62.96,0
3,1,60.87,0
1,1,25.04,0
6,1,192.05,0
3,2,83.10000000000001,0
2,1,352.78,0
23,1,69.59,0
5,2,267.1,0
2,1,98.77,0
13,3,674.79,0
2,1,47.97,0
2,1,20.99,0
1,1,161.1,0
2,1,26.99,0
6,2,391.81,0
11,1,20.97,0
1,1,76.58,0
2,1,217.64,0
1,1,35.59,0
1,1,21.58,0
1,1,232.58,0
3,1,63.99,0
10,1,36.45,0
1,1,50.98,0
1,1,60.99,0
1,1,44.98,0
3,1,50.98,0
4,1,40.39,0
3,1,78.17,0
1,1,23.98,0
1,1,32.19,0
2,1,62.99,0
5,2,242.04,0
1,1,46.59,0
5,1,25.06,0
3,1,49.9,0
12,1,602.65,0
1,1,49.98,0
9,1,41.98,0
1,1,5.59,0
1,1,61.99,0
1,1,81.47,0
2,1,31.39,0
2,1,124.98,0
22,1,36.47,0
1,1,6.8,0
1,1,72.46,0
2,1,19.99,0
2,1,16.59,0
2,1,29.96,0
4,1,43.98,0
3,1,168.8,0
2,1,253.78,0
5,2,153.59,0
10,1,105.99,0
7,2,123.57,0
4,1,11.39,0
2,2,288.12,0
5,1,168.98,0
1,1,19.96,0
1,1,20.99,0
4,2,240.5,0
4,1,17.29,0
1,1,21.98,0
5,1,109.82,0
2,1,39.59,0
2,1,662.03,0
5,1,36.75,0
3,1,28.62,0
8,1,69.96,0
1,1,42.38,0
1,1,23.98,0
1,1,35.98,0
1,1,150.95,0
2,1,44.99,0
1,1,164.03,0
3,1,33.07,0
2,1,39.59,0
5,1,109.27,0
4,1,34.97,0
2,1,26.99,0
6,1,423.76,0
1,1,31.59,0
4,1,1243.85,0
3,1,45.59,0
1,1,69.36,0
1,1,73.05,0
2,1,22.99,0
3,1,38.17,0
1,1,53.98,0
4,2,63.61,0
5,1,38.46,0
6,1,1369.86,0
1,1,10.99,0
2,1,19.99,0
1,1,80.96,0
3,1,31.19,0
4,1,146.8,0
6,1,68.99,0
1,1,126.88,0
1,1,30.18,0
3,1,72.39,0
10,1,57.0,0
1,1,53.57,0
1,1,230.51,0
4,1,25.99,0
1,1,22.78,0
2,1,215.54,0
2,1,5.09,0
3,1,30.99,0
5,1,85.8,0
2,1,918.52,0
6,1,126.84,0
5,1,42.41,0
9,1,21.99,0
1,1,43.07,0
1,1,9.99,0
1,1,76.99,0
3,1,28.48,0
5,1,160.06,0
4,1,128.7,0
1,1,99.1,0
1,1,41.49,0
1,1,34.51,0
2,1,243.88,0
2,1,63.98,0
5,1,29.99,0
1,1,13.31,0
3,1,115.72,0
3,1,15.98,0
4,1,1036.69,0
1,1,22.98,0
6,1,61.99,0
1,1,35.59,0
18,1,42.21,0
2,1,59.56,0
9,1,1589.22,0
2,1,82.99,0
1,1,44.79,0
3,2,62.0,0
1,1,1178.73,0
5,1,816.1,0
1,1,131.33,0
3,1,58.14,0
7,1,46.79,0
1,1,24.99,0
3,1,49.79,0
2,1,121.74,0
3,1,209.66,0
4,1,914.8,0
2,1,281.25,0
1,1,31.18,0
5,1,16.59,0
12,1,78.98,0
1,1,88.62,0
5,2,45.39,0
4,1,66.57,0
1,1,13.99,0
7,1,36.59,0
4,1,152.76,0
2,1,1101.0,0
3,1,52.79,0
1,1,115.98,0
2,1,29.97,0
5,1,23.99,0
1,1,17.99,0
4,1,351.12,0
5,1,23.59,0
4,1,31.19,0
1,1,39.18,0
2,1,69.18,0
1,1,37.59,0
5,2,107.53999999999999,0
2,2,142.41,0
3,1,179.15,0
2,1,76.46,0
1,1,232.44,0
3,1,40.95,0
1,1,29.18,0
2,1,42.38,0
3,1,98.87,0
4,2,54.260000000000005,0
4,1,46.87,0
2,1,37.49,0
11,2,892.27,0
5,2,168.33,0
3,1,42.98,0
1,1,12.98,0
2,1,122.88,0
5,1,63.99,0
2,1,24.19,0
2,2,56.67,0
8,2,255.56,0
1,1,184.94,0
5,1,66.99,0
7,1,232.1,0
3,1,121.94,0
3,1,101.77,0
5,1,13.79,0
5,1,322.8,0
1,1,48.79,0
3,1,33.49,0
65,6,561.6700000000001,0
2,1,25.49,0
2,2,88.57,0
4,1,15.69,0
8,1,28.48,0
5,1,13857.2,3
3,1,53.18,0
3,1,242.1,0
3,1,389.8,0
3,1,63.99,0
22,1,23.98,0
10,1,7.26,0
3,2,77.94999999999999,0
3,1,163.44,0
8,1,92.97,0
6,2,73.97,0
1,1,225.6,0
1,1,183.72,0
1,1,52.79,0
2,1,69.76,0
1,1,21.99,0
1,1,83.77,0
2,1,54.7,0
1,1,20.97,0
5,1,65.33,0
4,1,20.99,0
5,1,467.8,0
12,2,1772.93,0
1,1,49.79,0
2,1,98.28,0
2,1,310.47,0
1,1,11.96,0
1,1,58.96,0
1,1,17.99,0
3,1,176.93,0
3,2,2622.1,0
6,2,45.46,0
4,1,14.59,0
1,1,24.99,0
5,1,67.97,0
2,1,24.98,0
1,1,81.99,0
1,1,17.99,0
2,1,40.18,0
3,1,117.58,0
1,1,16.0,0
7,1,47.99,0
1,1,38.59,0
1,1,16.59,0
1,1,68.18,0
1,1,33.3,0
1,1,123.52,0
3,1,122.13,0
3,1,32.16,0
3,2,193.98,0
1,1,47.27,0
2,1,65.66,0
4,1,84.96,0
1,1,1506.5,0
8,2,1289.7,0
2,1,312.05,0
4,1,25.98,0
2,1,134.13,0
1,1,61.8,0
3,2,591.6,0
10,1,98.98,0
1,1,481.48,0
3,1,92.96,0
4,1,22.99,0
3,1,95.92,0
3,1,15.59,0
13,3,1612.57,0
2,1,27.5,0
1,1,13.99,0
1,1,22.19,0
1,1,105.36,0
7,1,106.49,0
3,1,26.3,0
6,1,51.03,0
2,2,195.16,0
2,1,92.0,0
6,1,35.38,0
1,1,81.36,0
3,1,19.58,0
5,1,56.99,0
7,3,97.59,0
2,2,43.92,0
2,1,34.98,0
2,1,73.98,0
1,1,9.99,0
1,1,78.99,0
6,1,16.99,0
3,1,11.24,0
4,1,120.31,0
2,1,78.92,0
1,1,25.99,0
4,1,246.87,0
3,1,86.14,0
12,1,54.97,0
5,1,19.99,0
3,1,22.99,0
2,1,48.99,0
2,1,55.08,0
3,1,57.58,0
5,1,337.86,0
4,1,266.58,0
7,1,19.99,0
1,1,43.77,0
1,1,106.99,0
1,1,44.27,0
1,1,74.48,0
2,1,66.78,0
1,1,41.97,0
1,1,64.99,0
4,1,119.68,0
5,1,18.49,0
4,1,8.5,0
8,1,342.6,0
8,2,89.53999999999999,0
4,1,77.7,0
3,1,61.77,0
2,1,53.79,0
2,1,17.99,0
2,1,45.17,0
1,1,40.0,0
6,1,122.76,0
2,1,66.99,0
2,1,48.38,0
1,1,96.47,0
1,1,47.99,0
2,1,51.8,0
4,1,167.55,0
2,1,88.99,0
1,1,28.32,0
2,1,30.18,0
1,1,23.99,0
11,1,38.18,0
4,1,18.59,0
2,1,161.5,0
2,1,56.94,0
1,1,21.99,0
3,1,74.14,0
1,1,58.99,0
6,1,102.75,0
17,3,881.14,0
3,1,91.97,0
1,1,194.12,0
6,1,42.47,0
3,2,161.37,0
4,1,104.98,0
2,1,42.48,0
1,1,52.18,0
1,1,23.99,0
2,1,22.19,0
2,1,43.37,0
1,1,35.97,0
1,1,40.98,0
3,1,403.55,0
2,1,107.76,0
19,1,21.99,0
4,1,29.19,0
3,2,392.09000000000003,0
1,1,19.98,0
1,1,15.46,0
4,1,26.59,0
7,1,22.99,0
1,1,37.38,0
4,1,91.57,0
1,1,56.47,0
1,1,528.74,0
4,2,181.98,0
11,1,35.97,0
1,1,136.96,0
4,1,18.99,0
1,1,71.19,0
1,1,179.77,0
7,1,263.96,0
1,1,48.57,0
1,1,48.66,0
10,1,15.98,0
1,1,113.98,0
3,1,22.59,0
3,1,33.56,0
4,1,245.96,0
3,1,66.91,0
1,1,152.7,0
4,1,50.79,0
3,1,43.32,0
1,1,106.09,0
2,1,337.94,0
1,1,50.95,0
2,1,41.77,0
6,2,401.95000000000005,0
19,6,152.94,0
4,2,65.98,0
2,1,28.6,0
3,1,21.37,0
3,2,152.21,0
1,1,52.98,0
1,1,11.24,0
32,1,26.97,0
4,1,88.51,0
2,1,9.7,0
10,2,172.79000000000002,0
3,1,115.44,0
2,1,105.31,0
8,3,3826.4700000000003,0
1,1,36.95,0
2,1,31.49,0
13,1,23.98,0
3,1,183.16,0
1,1,41.59,0
20,1,1351.78,0
4,1,373.7,0
2,1,151.09,0
3,1,18.73,0
33,2,140.32,0
2,1,77.99,0
5,1,108.74,0
3,1,23.98,0
2,1,19.69,0
1,1,25.99,0
1,1,14.99,0
1,1,17.19,0
2,1,52.22,0
2,1,75.74,0
2,1,15.79,0
7,1,18.59,0
2,1,27.99,0
1,1,83.99,0
1,1,100.99,0
2,1,93.14,0
2,1,33.18,0
2,1,65.77,0
1,1,196.36,0
2,1,66.99,0
1,1,145.4,0
5,1,17.79,0
2,1,35.99,0
1,1,27.45,0
1,1,18.19,0
1,1,86.96,0
2,1,41.5,0
1,1,18.97,0
1,1,17.98,0
2,1,21.48,0
3,2,71.87,0
2,1,36.59,0
2,1,216.43,0
1,1,61.99,0
5,1,30.97,0
6,2,62.46,0
9,1,29.48,0
2,1,26.77,0
3,1,27.27,0
4,1,121.78,0
1,1,27.95,0
2,1,115.75,0
10,1,62.98,0
2,1,87.69,0
2,1,168.55,0
4,3,281.88,0
1,1,19.99,0
6,1,1369.46,0
2,1,13.63,0
5,1,980.86,0
4,1,65.15,0
2,1,51.36,0
2,1,118.47,0
1,1,51.0,0
3,1,70.55,0
1,1,129.73,0
4,3,95.39,0
1,1,51.85,0
1,1,155.94,0
1,1,39.28,0
2,1,47.66,0
2,1,76.18,0
6,1,52.79,0
6,1,1998.0,0
3,1,301.16,0
21,1,134.37,0
4,1,8.49,0
1,1,39.98,0
3,1,206.42,0
1,1,24.99,0
6,2,89.75,0
1,1,15.99,0
3,1,107.99,0
2,1,71.71,0
2,1,152.38,0
2,1,81.3,0
4,1,97.18,0
3,1,100.13,0
5,1,100.99,0
1,1,1123.91,0
3,1,709.9,0
2,1,19.99,0
1,1,29.97,0
1,1,26.98,0
1,1,444.84,0
2,1,24.99,0
5,2,197.20999999999998,0
2,1,14.59,0
1,1,113.32,0
3,2,371.82,0
2,1,22.19,0
3,2,157.87,0
1,1,11.59,0
3,1,107.48,0
2,1,22.99,0
4,1,121.35,0
2,1,29.98,0
2,1,92.96,0
5,1,37.96,0
2,1,1303.24,0
12,3,926.01,0
4,2,131.96,0
10,1,68.6,0
6,1,59.99,0
1,1,8.99,0
4,1,68.19,0
4,1,27.59,0
5,1,490.88,0
1,1,52.27,0
4,1,90.38,0
2,1,32.35,0
1,1,111.42,0
3,1,24.99,0
4,1,20.58,0
2,1,44.49,0
2,1,40.96,0
4,1,14.59,0
3,1,217.92,0
2,1,58.94,0
1,1,39.89,0
16,4,179.6,0
1,1,91.97,0
13,4,500.33000000000004,0
1,1,92.97,0
25,1,323.74,0
1,1,16.99,0
2,1,107.98,0
40,1,1015.48,0
6,1,16.99,0
2,1,296.81,0
3,1,12.99,0
1,1,23.99,0
6,1,50.91,0
3,1,48.97,0
1,1,50.79,0
2,1,19.59,0
5,1,285.3,0
1,1,172.34,0
5,1,157.27,0
2,1,118.8,0
9,2,96.84,0
13,2,98.68,0
19,1,11.19,0
1,1,107.14,0
1,1,79.03,0
2,1,78.25,0
1,1,35.99,0
1,1,22.99,0
10,1,727.92,0
9,1,56.99,0
1,1,19.0,0
3,1,24.99,0
6,1,67.99,0
4,1,164.85,0
2,1,107.96,0
2,1,6.99,0
2,1,33.58,0
1,1,33.99,0
1,1,55.37,0
2,1,17.99,0
1,1,103.35,0
7,2,49.94,0
3,1,34.78,0
6,1,411.4,0
3,1,16.99,0
1,1,19.19,0
2,1,195.93,0
4,2,87.98,0
1,1,79.99,0
1,1,41.59,0
3,1,46.49,0
1,1,60.95,0
3,1,45.11,0
1,1,135.36,0
1,1,62.85,0
1,1,17.39,0
1,1,82.99,0
4,2,229.84,0
1,1,10.19,0
1,1,102.99,0
2,1,40.99,0
4,1,33.48,0
1,1,39.98,0
5,1,402.8,0
2,1,66.58,0
1,1,418.7,0
4,1,32.99,0
1,1,78.33,0
3,2,550.79,0
1,1,25.99,0
3,1,306.75,0
5,1,4207.38,0
6,2,112.94,0
3,1,58.97,0
3,1,61.99,0
3,1,345.0,0
4,1,15.47,0
2,1,24.19,0
13,2,40.47,0
1,1,11.99,0
2,1,130.22,0
2,1,94.76,0
18,1,89.16,0
4,1,43.28,0
7,2,939.03,0
6,1,84.99,0
7,1,61.99,0
1,1,83.99,0
2,1,32.19,0
1,1,13.99,0
1,1,29.89,0
1,1,264.07,0
4,1,110.84,0
1,1,15.37,0
14,2,70.56,0
2,1,26.97,0
2,1,42.98,0
1,1,179.91,0
2,1,194.6,0
3,1,117.72,0
1,1,17.38,0
1,1,23.99,0
1,1,22.98,0
2,2,530.13,0
2,1,31.38,0
1,1,51.98,0
8,3,28.5,0
1,1,21.4,0
1,1,16.99,0
8,1,13.48,0
5,1,531.34,0
6,1,47.79,0
1,1,64.91,0
2,1,23.99,0
4,1,134.56,0
3,1,38.14,0
5,1,76.48,0
6,1,1015.83,0
10,3,228.86,0
2,1,107.18,0
2,1,33.39,0
1,1,61.17,0
2,1,41.98,0
18,1,83.99,0
2,1,45.97,0
1,1,24.99,0
1,1,19.39,0
6,1,78.95,0
7,1,17.19,0
4,1,293.9,0
4,1,210.14,0
4,1,241.7,0
3,1,88.19,0
3,1,25.99,0
24,7,281.5,0
4,1,76.99,0
2,1,40.99,0
1,1,19.99,0
7,1,32.88,0
2,1,19.99,0
5,3,571.72,0
1,1,23.19,0
3,1,15.98,0
1,1,121.54,0
4,1,478.14,0
1,1,64.11,0
3,1,67.46,0
4,1,312.01,0
2,1,50.87,0
2,1,57.99,0
3,1,53.79,0
1,1,401.58,0
1,1,65.79,0
4,1,170.97,0
1,1,21.59,0
2,1,767.64,0
2,1,157.48,0
2,1,88.99,0
3,1,52.79,0
1,1,20.69,0
1,1,27.48,0
2,1,42.87,0
6,1,166.68,0
1,1,82.99,0
1,1,38.39,0
6,2,743.9200000000001,0
1,1,44.98,0
2,1,50.99,0
6,1,746.85,0
2,1,73.73,0
3,3,132.05,0
1,1,17.99,0
1,1,43.98,0
3,1,31.99,0
4,1,44.99,0
3,1,48.99,0
3,1,42.98,0
10,1,23.98,0
3,1,24.58,0
16,4,635.93,0
1,1,36.28,0
1,1,60.99,0
1,1,19.99,0
1,1,20.99,0
3,1,35.39,0
1,1,44.49,0
1,1,50.98,0
1,1,22.99,0
2,1,128.2,0
1,1,40.45,0
1,1,48.48,0
2,1,22.19,0
3,2,294.64,0
9,4,1043.95,0
1,1,59.98,0
7,1,257.0,0
5,1,45.96,0
11,4,2066.58,0
1,1,107.96,0
12,1,66.78,0
1,1,24.47,0
2,1,32.99,0
1,1,48.98,0
3,1,21.58,0
1,1,69.57,0
1,1,23.99,0
4,1,104.98,0
35,1,144.96,0
2,1,76.34,0
5,1,124.24,0
1,1,21.79,0
3,1,48.19,0
3,1,34.98,0
3,1,86.05,0
5,1,210.46,0
9,1,353.32,0
7,1,15.99,0
2,1,41.58,0
4,1,61.28,0
3,1,914.36,0
1,1,56.31,0
1,1,29.09,0
5,1,178.57,0
1,1,41.59,0
1,1,48.82,0
2,1,114.72,0
4,1,57.43,0
1,1,20.99,0
6,1,114.18,0
21,1,119.99,0
4,2,64.98,0
2,1,883.9,0
1,1,68.15,0
1,1,370.95,0
2,1,374.85,0
1,1,152.88,0
3,1,85.72,0
1,1,24.99,0
6,1,129.95,0
3,1,90.46,0
6,1,39.28,0
2,1,19.21,0
2,1,99.6,0
5,1,15.99,0
1,1,82.94,0
3,1,65.15,0
4,1,39.49,0
1,1,25.98,0
1,1,70.6,0
22,6,3116.3500000000004,0
2,1,38.19,0
4,1,92.99,0
5,1,482.07,0
3,1,659.52,0
2,1,48.0,0
1,1,83.99,0
1,1,81.34,0
1,1,23.47,0
1,1,88.99,0
2,1,100.4,0
1,1,20.99,0
3,1,16.39,0
6,1,567.85,0
2,1,97.99,0
4,1,24.99,0
2,1,402.73,0
1,1,212.74,0
1,1,18.48,0
1,1,43.04,0
2,1,53.79,0
1,1,137.97,0
4,1,209.51,0
5,1,26.48,0
1,1,26.99,0
8,1,49.99,0
1,1,153.93,0
2,1,63.97,0
1,1,75.98,0
1,1,85.06,0
10,1,76.75,0
1,1,41.95,0
1,1,19.99,0
1,1,72.57,0
2,1,97.58,0
2,1,20.2,0
1,1,75.14,0
3,1,65.98,0
8,1,270.74,0
1,1,83.94,0
14,7,7073.51,0
1,1,26.49,0
2,1,27.98,0
16,2,43.0,0
1,1,29.99,0
1,1,22.99,0
1,1,23.99,0
1,1,39.74,0
1,1,20.98,0
4,2,389.15,0
6,1,231.18,0
1,1,32.99,0
2,1,199.21,0
2,1,122.96,0
2,1,83.28,0
4,1,23.29,0
2,1,6.97,0
1,1,41.59,0
2,1,76.18,0
1,1,21.99,0
11,2,135.67000000000002,0
1,1,64.99,0
8,1,31.98,0
2,1,80.99,0
5,1,39.59,0
4,1,31.98,0
2,1,105.99,0
1,1,41.59,0
2,1,197.2,0
2,1,103.93,0
6,2,228.56,0
5,1,46.44,0
2,1,114.88,0
1,1,20.19,0
2,1,54.67,0
8,1,62.99,0
1,1,24.19,0
4,1,19.99,0
3,2,77.94,0
2,1,24.99,0
7,1,59.26,0
3,1,89.78,0
2,1,81.96,0
7,1,454.2,0
1,1,91.97,0
1,1,49.93,0
3,1,48.77,0
2,1,82.62,0
1,1,14.2,0
4,1,28.99,0
18,2,1313.5,0
1,1,19.19,0
1,1,14.5,0
3,1,23.99,0
3,1,97.03,0
2,1,686.2,0
7,4,530.57,0
2,1,17.99,0
1,1,11.99,0
7,2,135.32,0
1,1,162.75,0
1,1,52.46,0
1,1,19.99,0
8,1,81.98,0
1,1,700.6,0
2,1,110.32,0
2,1,75.32,0
3,1,35.78,0
4,1,130.75,0
3,1,52.13,0
4,1,653.23,0
4,1,9.75,0
6,1,42.98,0
1,1,283.84,0
2,1,33.99,0
17,1,55.36,0
2,1,194.9,0
5,5,946.6099999999999,0
1,1,29.78,0
2,1,29.97,0
2,1,29.99,0
3,1,65.39,0
1,1,55.37,0
3,1,253.29,0
6,1,82.38,0
2,1,46.79,0
4,1,388.75,0
4,1,25.99,0
2,1,37.98,0
2,1,119.32,0
3,1,75.58,0
2,2,98.76,0
2,1,27.99,0
13,1,108.0,0
1,1,56.97,0
7,4,85.50999999999999,0
4,1,56.08,0
1,1,19.99,0
14,1,45.98,0
1,1,34.59,0
4,1,60.99,0
1,1,36.99,0
1,1,33.35,0
2,1,45.79,0
2,1,45.17,0
3,1,60.99,0
1,1,69.62,0
3,1,41.98,0
2,1,117.36,0
2,1,44.37,0
4,1,196.3,0
7,1,78.97,0
3,1,47.79,0
1,1,19.79,0
1,1,49.77,0
2,1,13.98,0
9,2,233.59,0
4,1,50.28,0
3,1,94.98,0
2,1,117.94,0
1,1,78.58,0
2,1,14.99,0
3,1,174.17,0
3,1,478.0,0
2,1,33.0,0
3,1,57.64,0
4,1,43.99,0
2,1,307.69,0
3,1,109.97,0
3,1,80.75,0
29,7,11441.16,3
275,16,241619.34999999998,1
2,1,181.61,0
1,1,52.98,0
1,1,32.98,0
18,2,93.33000000000001,0
1,1,67.95,0
1,1,250.75,0
3,1,281.58,0
4,1,92.41,0
2,1,90.37,0
3,1,28.89,0
2,1,84.99,0
1,1,122.14,0
6,1,1443.75,0
1,1,37.93,0
2,1,52.79,0
1,1,70.59,0
10,2,275.90999999999997,0
2,1,49.17,0
4,1,47.79,0
2,1,64.99,0
3,1,106.45,0
3,1,30.0,0
4,1,18.99,0
3,1,148.71,0
2,1,299.24,0
1,1,29.98,0
4,1,45.79,0
12,1,291.74,0
4,1,26.59,0
1,1,138.88,0
3,1,51.96,0
3,1,355.32,0
4,1,380.17,0
2,1,47.38,0
9,2,852.14,0
1,1,152.78,0
25,1,28.19,0
3,1,81.76,0
4,1,172.42,0
1,1,178.84,0
3,1,21.98,0
3,1,99.77,0
2,1,65.69,0
2,1,24.98,0
2,1,42.97,0
1,1,31.38,0
2,1,24.99,0
1,1,46.0,0
1,1,68.16,0
2,1,18.35,0
15,4,1083.6000000000001,0
1,1,54.74,0
1,1,24.99,0
4,1,645.5699999999999,0
2,1,15.99,0
6,1,614.2,0
1,1,41.59,0
1,1,29.29,0
2,1,53.12,0
2,1,18.16,0
3,1,167.95,0
2,1,69.92,0
3,1,55.96,0
1,1,230.87,0
3,1,53.76,0
1,1,12.98,0
5,1,654.1,0
2,1,2186.32,0
5,1,142.36,0
2,1,328.61,0
2,1,61.96,0
4,1,25.49,0
3,1,54.9,0
2,1,64.99,0
2,1,17.99,0
3,1,23.99,0
2,1,14.39,0
2,1,96.37,0
3,1,12.98,0
4,2,66.97,0
1,1,58.88,0
1,1,43.27,0
1,1,201.32,0
1,1,202.74,0
2,1,39.68,0
1,1,5.98,0
6,2,114.78,0
3,1,1101.94,0
2,1,58.35,0
